-81.88108,30.22161,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
-81.88126,30.22164,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
-81.88144,30.22174,0,0,2,,,,,,,,,,,,,,,,,,,,,,,
-81.88157,30.22185,0,0,3,,,,,,,,,,,,,,,,,,,,,,,
-81.88203,30.22228,0,0,4,,,,,,,,,,,,,,,,,,,,,,,
-81.88278,30.22292,0,0,5,,,,,,,,,,,,,,,,,,,,,,,
-81.88293,30.22307,0,0,6,,,,,,,,,,,,,,,,,,,,,,,
-81.88293,30.22307,0,0,7,,,,,,,,,,,,,,,,,,,,,,,
-81.88339,30.22307,0,0,8,,,,,,,,,,,,,,,,,,,,,,,
-81.88568,30.22305,0,0,9,,,,,,,,,,,,,,,,,,,,,,,
-81.88594,30.22305,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
-81.88727,30.22304,0,0,11,,,,,,,,,,,,,,,,,,,,,,,
-81.88956,30.22302,0,0,12,,,,,,,,,,,,,,,,,,,,,,,
-81.88956,30.22302,0,0,13,,,,,,,,,,,,,,,,,,,,,,,
-81.88957,30.22411,0,0,14,,,,,,,,,,,,,,,,,,,,,,,
-81.88958,30.22484,0,0,15,,,,,,,,,,,,,,,,,,,,,,,
-81.88958,30.22552,0,0,16,,,,,,,,,,,,,,,,,,,,,,,
-81.88958,30.22554,0,0,17,,,,,,,,,,,,,,,,,,,,,,,
-81.88959,30.22675,0,0,18,,,,,,,,,,,,,,,,,,,,,,,
-81.88963,30.22775,0,0,19,,,,,,,,,,,,,,,,,,,,,,,
-81.88964,30.2283,0,0,20,,,,,,,,,,,,,,,,,,,,,,,
-81.88963,30.22854,0,0,21,,,,,,,,,,,,,,,,,,,,,,,
-81.88964,30.22874,0,0,22,,,,,,,,,,,,,,,,,,,,,,,
-81.88965,30.22955,0,0,23,,,,,,,,,,,,,,,,,,,,,,,
-81.88965,30.22991,0,0,24,,,,,,,,,,,,,,,,,,,,,,,
-81.88966,30.23074,0,0,25,,,,,,,,,,,,,,,,,,,,,,,
-81.88966,30.23085,0,0,26,,,,,,,,,,,,,,,,,,,,,,,
-81.88965,30.23132,0,0,27,,,,,,,,,,,,,,,,,,,,,,,
-81.88964,30.23225,0,0,28,,,,,,,,,,,,,,,,,,,,,,,
-81.88965,30.23312,0,0,29,,,,,,,,,,,,,,,,,,,,,,,
-81.88965,30.23347,0,0,30,,,,,,,,,,,,,,,,,,,,,,,
-81.88965,30.23368,0,0,31,,,,,,,,,,,,,,,,,,,,,,,
-81.88967,30.23654,0,0,32,,,,,,,,,,,,,,,,,,,,,,,
-81.88953,30.23779,0,0,33,,,,,,,,,,,,,,,,,,,,,,,
-81.88944,30.2383,0,0,34,,,,,,,,,,,,,,,,,,,,,,,
-81.88927,30.23889,0,0,35,,,,,,,,,,,,,,,,,,,,,,,
-81.88895,30.23953,0,0,36,,,,,,,,,,,,,,,,,,,,,,,
-81.88854,30.24018,0,0,37,,,,,,,,,,,,,,,,,,,,,,,
