-81.68308,30.49456,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
-81.683,30.49477,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
-81.68299,30.49479,0,0,2,,,,,,,,,,,,,,,,,,,,,,,
-81.68295,30.49482,0,0,3,,,,,,,,,,,,,,,,,,,,,,,
-81.68287,30.49484,0,0,4,,,,,,,,,,,,,,,,,,,,,,,
-81.68279,30.49484,0,0,5,,,,,,,,,,,,,,,,,,,,,,,
-81.68197,30.49471,0,0,6,,,,,,,,,,,,,,,,,,,,,,,
-81.68197,30.49471,0,0,7,,,,,,,,,,,,,,,,,,,,,,,
-81.68175,30.49468,0,0,8,,,,,,,,,,,,,,,,,,,,,,,
-81.679,30.49423,0,0,9,,,,,,,,,,,,,,,,,,,,,,,
-81.67757,30.494,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
-81.67692,30.4939,0,0,11,,,,,,,,,,,,,,,,,,,,,,,
-81.67607,30.49376,0,0,12,,,,,,,,,,,,,,,,,,,,,,,
-81.67603,30.49375,0,0,13,,,,,,,,,,,,,,,,,,,,,,,
-81.67542,30.49365,0,0,14,,,,,,,,,,,,,,,,,,,,,,,
-81.67366,30.49337,0,0,15,,,,,,,,,,,,,,,,,,,,,,,
-81.6734,30.49333,0,0,16,,,,,,,,,,,,,,,,,,,,,,,
-81.6732,30.49328,0,0,17,,,,,,,,,,,,,,,,,,,,,,,
-81.67306,30.49322,0,0,18,,,,,,,,,,,,,,,,,,,,,,,
-81.67285,30.49308,0,0,19,,,,,,,,,,,,,,,,,,,,,,,
-81.6724,30.49271,0,0,20,,,,,,,,,,,,,,,,,,,,,,,
-81.6724,30.49271,0,0,21,,,,,,,,,,,,,,,,,,,,,,,
-81.67217,30.49291,0,0,22,,,,,,,,,,,,,,,,,,,,,,,
-81.67179,30.49327,0,0,23,,,,,,,,,,,,,,,,,,,,,,,
-81.67172,30.49334,0,0,24,,,,,,,,,,,,,,,,,,,,,,,
-81.67116,30.49386,0,0,25,,,,,,,,,,,,,,,,,,,,,,,
-81.6702,30.49479,0,0,26,,,,,,,,,,,,,,,,,,,,,,,
-81.67018,30.49481,0,0,27,,,,,,,,,,,,,,,,,,,,,,,
-81.66991,30.49507,0,0,28,,,,,,,,,,,,,,,,,,,,,,,
